name,price,rating,nb_ratings,link,scrape_date
Apple iPhone 13 (128 Go) - Vert,779.0,4.6,5115,https://www.amazon.fr/Apple-iPhone-13-128-Go/dp/B09V3KN99J/ref=sr_1_11?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-11,2023-08-24 10:40:55
Apple iPhone 14 Pro Max (256 Go) - Noir sidéral,1505.0,4.5,2980,https://www.amazon.fr/Apple-iPhone-Pro-Max-256/dp/B0BDJMH6JP/ref=sr_1_12?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-12,2023-08-24 10:40:56
"Apple iPhone 12, 128Go, Noir - (Reconditionné)",478.0,3.8,3592,https://www.amazon.fr/Apple-iPhone-128Go-Noir-Reconditionn%C3%A9/dp/B08PCGL5TH/ref=sr_1_13?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-13,2023-08-24 10:40:56
Apple iPhone 14 Pro 128 Go Noir Sideral,1009.0,5.0,3,https://www.amazon.fr/Apple-iPhone-Pro-128-Reconditionn%C3%A9/dp/B0BNLZ9G4N/ref=sr_1_14?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-14,2023-08-24 10:40:56
"Apple iPhone 13, 128Go, Lumière stellaire - (Reconditionné)",629.0,2.9,7,https://www.amazon.fr/Apple-iPhone-128Go-Lumi%C3%A8re-stellaire/dp/B09MJSTPYZ/ref=sr_1_15?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-15,2023-08-24 10:40:56
"QHOHQ 3 Pièces Verre Trempé pour iPhone 14/iPhone 13 6.1"" avec 3 Pièces Caméra Arrière Protecteur, Ultra Résistant Film Protection écran, 9H Dureté, HD, Anti-Rayures, Sans Bulles, Installation Facile",9.99,4.5,36343,https://www.amazon.fr/QHOHQ-iPhone-13-6-1-Anti-Rayures/dp/B09BZRM3RV/ref=sr_1_16?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-16,2023-08-24 10:40:56
Apple IPHONE 14 Pro Max 512GB Silver,1749.0,,,https://www.amazon.fr/Apple-IPHONE-Pro-512GB-Silver/dp/B0C3VX45TT/ref=sr_1_17?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-17,2023-08-24 10:40:56
"JETech Verre Trempé pour iPhone 14 6,1 Pouces avec Protecteur d'Objectif de Caméra, Couverture Complète, Film Protection Écran, HD Transparent, 2 Pièces Chacun",10.99,4.5,7533,https://www.amazon.fr/JETech-Protecteur-Couverture-Protection-Transparent/dp/B0B8J8GPL5/ref=sr_1_18?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-18,2023-08-24 10:40:56
"Apple iPhone 12, 128Go, Mauve (Reconditionné)",488.0,4.1,118,https://www.amazon.fr/Apple-iPhone-128Go-Mauve-Reconditionn%C3%A9/dp/B09CLGDGTL/ref=sr_1_19?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-19,2023-08-24 10:40:56
"Apple iPhone 12 Pro Max 17 cm (6.7"") 256 Go Double SIM 5G Bleu iOS 14 iPhone 12 Pro Max, 17 cm (6.7""), 2778 x 1284 Pixels, 256 Go, 12 MP, iOS 14, Bleu",,4.8,740,https://www.amazon.fr/Apple-iPhone-Double-Bleu-Pixels/dp/B08L5TF4D4/ref=sr_1_20?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-20,2023-08-24 10:40:56
"ivoler 4 en 1 Coque pour iPhone 14 6.1 Pouces avec 3 Pièces Verre Trempé, Transparent [Conception de Caméra Protection] Étui de Protection en Silicone Antichoc, Souple TPU Anti-Rayures Bumper Housse",10.19,4.7,2116,https://www.amazon.fr/ivoler-Transparent-Protection-Silicone-Anti-Rayures/dp/B09WKHGQG8/ref=sr_1_21?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-21,2023-08-24 10:40:56
"SPARIN 3 Pièces Verre Trempé Compatible avec iPhone 14 / iPhone 13 / iPhone 13 Pro Protection écran, iPhone 14 6.1 Pouces Vitre Protecteur, sans Bulles, 9H Dureté",6.99,4.5,3613,https://www.amazon.fr/SPARIN-Compatible-Protection-Protecteur-Dalignement/dp/B09CCYVDK3/ref=sr_1_22?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-22,2023-08-24 10:40:56
"Apple iPhone 12 Pro Max, 256GB, Bleu Pacifique - (Reconditionné)",728.99,3.9,2232,https://www.amazon.fr/Apple-iPhone-256GB-Bleu-Pacifique/dp/B08PCD1YDK/ref=sr_1_23?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-23,2023-08-24 10:40:57
Apple iPhone 13 (128 Go) - Rose,629.0,4.7,350,https://www.amazon.fr/Apple-iPhone-13-128-Go/dp/B09G99YSFG/ref=sr_1_24?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-24,2023-08-24 10:40:57
"Apple iPhone 13, 128GB, Vert - (Reconditionné)",682.0,4.3,46,https://www.amazon.fr/Apple-iPhone-128GB-Vert-Reconditionn%C3%A9/dp/B0BBPGSSFZ/ref=sr_1_25?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-25,2023-08-24 10:40:57
"OUKITEL WP23 Téléphone Incassable, Android 13, 7Go RAM+64 Go ROM/SD 1TO, Batterie 10600mAh, Écran 6.517"" HD+, Telephone Portable Incassable 4G, Caméra 13MP, Dual SIM/NFC/Fingerprint/Face ID/GPS, Noir",159.99,4.1,209,https://www.amazon.fr/OUKITEL-WP23-T%C3%A9l%C3%A9phone-Incassable-Fingerprint/dp/B0C1SJ9LGX/ref=sr_1_26?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-26,2023-08-24 10:40:57
Apple iPhone 11 Pro Max 256Go Vert Nuit (Reconditionné),578.0,4.4,6363,https://www.amazon.fr/Apple-iPhone-256GB-Vert-Reconditionn%C3%A9/dp/B0821HJMX5/ref=sr_1_27?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-27,2023-08-24 10:40:57
Apple iPhone 13 Mini (128 Go) - Rose,755.0,4.6,3226,https://www.amazon.fr/Apple-iPhone-13-Mini-128-Go-Rose/dp/B09G91MMPR/ref=sr_1_28?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-28,2023-08-24 10:40:57
Apple iPhone 13 (128 Go) - Bleu (Comprend EarPods),,4.7,1140,https://www.amazon.fr/Apple-iPhone-13-128-Go-Comprend-EarPods/dp/B09G9171GV/ref=sr_1_29?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-29,2023-08-24 10:40:57
"Samsung Galaxy A14 16,8 cm (6.6"") SIM Doble 4G USB Tipo C 4 GB 128 GB 5000 mAh Negro",153.12,4.3,241,https://www.amazon.fr/Samsung-Galaxy-Doble-Tipo-Negro/dp/B0BZM3VXJC/ref=sr_1_30?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-30,2023-08-24 10:40:57
Apple iPhone 14 Pro Max 128 Go Noir Sideral,,3.9,8,https://www.amazon.fr/Apple-iPhone-Pro-Max-Reconditionn%C3%A9/dp/B0BNLZCPZ3/ref=sr_1_31?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-31,2023-08-24 10:40:57
"Dpofirs Smartphone I14pro Max 4G sans Contrat Pas Cher, Téléphone Portable Android 11 4 Go + 64 Go avec écran IPS HD de 6,1 Pouces et Batterie 4000 MAh, Appareil Photo 8 MP + 16 MP, Téléphones(Or)",138.94,3.0,2,https://www.amazon.fr/Dpofirs-Smartphone-T%C3%A9l%C3%A9phone-Portable-T%C3%A9l%C3%A9phones/dp/B0B5VRWCBH/ref=sr_1_32?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-32,2023-08-24 10:40:57
"I14 ProMax Smartphones Android 12 Débloqués, Téléphones Portables 4G GSM Débloqués 4 Go de RAM 128 Go ROM 4000 MAh Téléphone Portable Débloqué avec 6,7 Pouces HD + Grand écran(Bleu)",117.54,3.6,3,https://www.amazon.fr/Smartphones-D%C3%A9bloqu%C3%A9s-T%C3%A9l%C3%A9phones-Portables-T%C3%A9l%C3%A9phone/dp/B0BJF8FLWV/ref=sr_1_33?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-33,2023-08-24 10:40:57
Samsung Galaxy A14 4G 64GB Silver,173.36,4.3,119,https://www.amazon.fr/Samsung-Galaxy-A14-64GB-Silver/dp/B0BYWB57SR/ref=sr_1_34?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-34,2023-08-24 10:40:57
"JETech Protection D'écran Anti-Espion pour iPhone 14 6,1 Pouces, Film en Verre Trempé, Lot de 2",11.99,4.5,2056,https://www.amazon.fr/JETech-Protection-D%C3%A9cran-Anti-Espion-iPhone/dp/B0B8C2WVJM/ref=sr_1_35?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-35,2023-08-24 10:40:58
Apple IPHONE 14 128GB (Product) Red EU,,,,https://www.amazon.fr/Apple-IPHONE-128GB-Product-Red/dp/B0C25SVHX2/ref=sr_1_36?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-36,2023-08-24 10:40:58
"Apple iPhone 13 Pro, 128Go, Or - (Reconditionné)",805.0,4.0,58,https://www.amazon.fr/Apple-iPhone-Pro-128Go-Reconditionn%C3%A9/dp/B09MJTY3XT/ref=sr_1_37?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-37,2023-08-24 10:40:58
Apple iPhone X 64Go Argent (Reconditionné),269.0,3.9,10938,https://www.amazon.fr/Apple-iPhone-Argent-Reconditionn%C3%A9-Certifi%C3%A9/dp/B0798LTQVX/ref=sr_1_38?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-38,2023-08-24 10:40:58
"JETech Coque Mat pour iPhone 14 6,1 Pouces, Protection Antichoc Qualité Militaire, Étui Housse Arrière Translucide Givrée, Anti-Empreintes Digitales (Noir)",11.99,4.6,1395,https://www.amazon.fr/JETech-Protection-Militaire-Translucide-Anti-Empreintes/dp/B0BCNZ8JSL/ref=sr_1_39?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-39,2023-08-24 10:40:58
"Apple iPhone 11, 64Go, Blanc (Reconditionné)",357.0,3.8,569,https://www.amazon.fr/Apple-iPhone-11-Premium-Reconditionn%C3%A9/dp/B082DK377L/ref=sr_1_40?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-40,2023-08-24 10:40:58
"JETech Coque Magnétique pour iPhone 14 6,1 Pouces Compatible avec MagSafe Recharge sans Fil, Étui Housse de Téléphone Antichoc, Dos Transparente Anti-Rayures (Transparente)",14.99,4.6,1059,https://www.amazon.fr/JETech-Magn%C3%A9tique-Compatible-Transparente-Anti-Rayures/dp/B0B8WXL1C7/ref=sr_1_41?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-41,2023-08-24 10:40:58
Spigen Ultra Hybrid Coque pour iPhone 14 [Anti-Jaunissement] - Bleu Sierra,14.99,4.6,4144,https://www.amazon.fr/Spigen-Ultra-Hybrid-iPhone-Anti-Jaunissement/dp/B0BG6MMNX5/ref=sr_1_42?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-42,2023-08-24 10:40:58
"Apple iPhone 12 Pro, 128GB, Or - (Reconditionné)",574.0,4.0,2974,https://www.amazon.fr/Apple-iPhone-Pro-128GB-Reconditionn%C3%A9/dp/B08PCD292R/ref=sr_1_43?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-43,2023-08-24 10:40:58
"Apple iPhone 13 Pro Max, 128Go, Graphite - (Reconditionné)",878.0,4.2,128,https://www.amazon.fr/Apple-iPhone-128Go-Graphite-Reconditionn%C3%A9/dp/B09MJT13PW/ref=sr_1_44?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-44,2023-08-24 10:40:58
"JETech Coque Magnétique pour iPhone 14 6,1 Pouces Compatible avec MagSafe, Etui Translucide Mat Arrière Housse Fine Antichoc (Noir)",15.99,4.6,750,https://www.amazon.fr/JETech-Magn%C3%A9tique-Compatible-Translucide-Antichoc/dp/B0BX8PR1KT/ref=sr_1_45?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-45,2023-08-24 10:40:58
"Apple iPhone 11, 64Go, Noir (Reconditionné)",340.0,3.8,2377,https://www.amazon.fr/Apple-iPhone-11-Premium-Reconditionn%C3%A9/dp/B082P6M3HC/ref=sr_1_46?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-46,2023-08-24 10:40:58
Apple Iphone Xr 64Go Jaune (Reconditionné),287.0,4.0,8705,https://www.amazon.fr/Apple-iPhone-XR-64-Jaune-Reconditionn%C3%A9/dp/B07N9N5NK3/ref=sr_1_47?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-47,2023-08-24 10:40:58
Apple iPhone 13 (256 Go) - Bleu,913.0,4.7,254,https://www.amazon.fr/Apple-MLQA3ZD-A-iPhone-13-256-Go/dp/B09G941YXC/ref=sr_1_48?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-48,2023-08-24 10:40:59
"Générique I14 Pro Max 4G Smartphone débloqué,16GB,48MP+108MP Dual Camera, 7.3"" HD+ Display, Dual SIM Free Mobile Phone, Slim Design, GPS Unlock Fingerprint,Gold-EU",,,,https://www.amazon.fr/G%C3%A9n%C3%A9rique-Smartphone-d%C3%A9bloqu%C3%A9-Display-Fingerprint/dp/B0BXNBCYJQ/ref=sr_1_49?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-49,2023-08-24 10:40:59
"Téléphones Portables Déverrouillés i14 Pro Max, Smartphones Déverrouillés Plein écran de 6,7 Pouces, 2 Go 16 Go, Ultra Légers, Emplacements pour Cartes Doubles, Téléphones Doubles SIM,(EU)",116.67,1.0,1,https://www.amazon.fr/T%C3%A9l%C3%A9phones-Portables-D%C3%A9verrouill%C3%A9s-Smartphones-Emplacements/dp/B0BK1PM53P/ref=sr_1_50?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-50,2023-08-24 10:40:59
Apple iPhone 11 64GB Mauve (Reconditionné),365.0,3.9,2805,https://www.amazon.fr/Apple-iPhone-64GB-Mauve-Reconditionn%C3%A9/dp/B081YJH3SW/ref=sr_1_51?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-51,2023-08-24 10:40:59
"Apple reconditionné débloqué, Ip13 Pro Max 6,1 Pouces Smartphone à écran HD 3 Go 32 Go Téléphone Portable Double Sim avec Caméra HD Avant et Arrière pour Android (Wathet)",72.69,1.0,5,https://www.amazon.fr/reconditionn%C3%A9-d%C3%A9bloqu%C3%A9-Smartphone-T%C3%A9l%C3%A9phone-Portable/dp/B0C9QSDWX1/ref=sr_1_52?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=UCBRMVJMBMGK&keywords=iPhone+14&qid=1692866451&sprefix=iphone+14%2Caps%2C74&sr=8-52,2023-08-24 10:40:59
"Ulefone Smartphone Pas Cher, Note 6 Android 11 6,1Pouce 32Go+1Go 128 Go Extensible 3300mAh Face ID 5MP Caméra 3G Telephone Portable Debloque Pas Cher Double Nano SIM 2Ans Garantie (Violet)",79.99,3.7,1795,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0MjYwMDA4MzIxMjc0NjAwOjE2OTI4NjY0NTE6c3BfYnRmOjMwMDAzMTQwOTg2MzkzMjo6MDo6&url=%2FUlefone-Smartphone-Note-Extensible-Telephone%2Fdp%2FB0BCJPCS1P%2Fref%3Dsr_1_53_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3DUCBRMVJMBMGK%26keywords%3DiPhone%2B14%26qid%3D1692866451%26sprefix%3Diphone%2B14%252Caps%252C74%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 10:40:59
"OSCAL Telephone Portable 10GB+128GB/1TB Extensible, C70 Smartphone, Android 12 Mobile, Octa-Core Téléphone,50MP+8MP, 5180mAh, 6.56"" HD+, 4G Dual SIM Phone Mobile, Type-C, Face ID, Fingerprint",109.99,4.0,213,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0MjYwMDA4MzIxMjc0NjAwOjE2OTI4NjY0NTE6c3BfYnRmOjMwMDAzNzc3ODQwNTAzMjo6MDo6&url=%2FOSCAL-Extensible-C70-Smartphone-Fingerprint%2Fdp%2FB0BLS4483K%2Fref%3Dsr_1_54_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3DUCBRMVJMBMGK%26keywords%3DiPhone%2B14%26qid%3D1692866451%26sprefix%3Diphone%2B14%252Caps%252C74%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 10:40:59
